Name,Code for scientific name and authority in lookup table,Plot number,National Forest or other area,Latitude (decimal degrees),Longitude (decimal degrees),Wilderness Area,Region,Year of tissue collection,Chromium (ppm dw),Copper (ppm dw),Managanese (ppm dw),Nitrogen (% dw),Phosphorous (ppm dw),Potassium (ppm dw),Sulfur (% dw),Elevation (ft),Air pollution score,Taxonomic authority,Common name,AQ Rating,codename,sci_name
,claran,TNF108A,Tongass N.F.,57.044,-135.247,,10.0,1990.0,0.1,1.89,15.0,,467.0,1149.0,0.056,69.0,0.342,(L.) Nyl.,Reindeer lichen,sensitive,,
,flacap,FridleyGap54,George Washington and Jefferson National Forest,38.474,-78.706,,89.0,1995.0,,,,1.51,,,0.17,2856.0,,(L.) Hale,Yellow shield,,flacap,Flavoparmelia caperata
,moss,,,,,,6.0,2009.0,,,,0.12,,,0.12,,,,,,,
,hypphy,TrapLakeA,Superior National Forest,48.016,-90.368,,89.0,1986.0,0.6,3.7,76.5,,593.0,3337.0,0.088,1900.0,,(L.) Nyl.,Tube lichen,most tolerant,,
Platismatia glauca,plagla,1174164,Gifford Pinchot National Forest,46.14,-121.82,,6.0,1996.0,0.98,3.5,318.3,0.35,707.0,1625.0,0.043,2400.0,-0.444,(L.) Culb. & C. Culb.,Rag lichen,most tolerant,,Platismatia glauca
Platismatia glauca,plagla,1124144,Mt. Hood National Forest,44.91,-122.2,,6.0,2004.0,1.216,2.338,113.61,0.491,545.93,1541.5,0.049,2900.0,-0.277,(L.) Culb. & C. Culb.,Rag lichen,most tolerant,,Platismatia glauca
Lobaria oregana,lobore,1132140,Mt. Hood National Forest,45.11,-122.26,,6.0,1994.0,0.3,2.5,55.5,1.8,2138.0,6804.0,0.071,3200.0,0.132,(Tuck.) Muell. Arg.,Lungwort,most sensitive,lobore,Lobaria oregana
,apple1515,,,,,,6.0,2010.0,0.695,5.985,50.758,2.28,1518.0,16050.0,,,,,,,,
,apple1515,,,,,,6.0,2006.0,0.764,6.112,53.681,2.432,1589.8,17063.0,0.178,,,,,,,
Alectoria sarmentosa,alesar,1140156,Mt. Hood National Forest,45.3,-121.98,Salmon-Huckleberry Wilderness,6.0,1997.0,,3.62,194.3,0.475,342.7,1610.0,0.056,3000.0,-0.149,(Ach.) Ach.,Goat's beard lichen,sensitive,alesar,Alectoria sarmentosa
Letharia vulpina,letvul,1028152,Fremont-Winema National Forests,42.54,-122.09,,6.0,2000.0,0.665,1.209,359.8,0.587,917.31,2935.2,0.046,4400.0,0.389,(L.) Hue,Wolf lichen,tolerant,,Letharia vulpina
Alectoria sarmentosa,alesar,TNF084,Tongass N.F.,55.586,-131.103,Misty Fjords Wilderness,10.0,1990.0,0.1,0.35,19.0,,123.0,821.0,0.025,183.0,-0.782,(Ach.) Ach.,Goat's beard lichen,sensitive,alesar,Alectoria sarmentosa
Lobaria oregana,lobore,TNF110,Tongass N.F.,58.538,-134.798,,10.0,1990.0,0.3,3.31,68.0,,1550.0,6804.0,0.092,30.0,-0.878,(Tuck.) Muell. Arg.,Lungwort,most sensitive,lobore,Lobaria oregana
Bryoria fremontii,bryfre,1178408-N,Umatilla National Forest,46.119,-117.511,Wenaha-Tucannon Wilderness,6.0,2011.0,0.72,2.93,155.8,1.2,1238.5,2778.9,0.1,6240.0,-0.498,(Tuck.) Brodo & D. Hawksw.,Horsehair lichen,sensitive,bryfre,Bryoria fremontii
,bryoria,1058144,Umpqua National Forest,43.28,-122.22,,6.0,2007.0,0.507,2.304,706.69,0.718,1588.2,4051.3,0.055,5500.0,-0.578,Brodo & D. Hawksw.,Horsehair lichen,,,
,blank,,,,,,6.0,1998.0,1.22,0.52,0.2,0.019,0.7,14.14,,,,,,,,
Letharia vulpina,letvul,1092176LG,Deschutes National Forest,44.12,-121.66,Three Sisters Wilderness,6.0,1997.0,,,,,,,0.038,6300.0,-0.431,(L.) Hue,Wolf lichen,tolerant,,Letharia vulpina
,rhimel,UintaF23,Uinta-Wasatch-Cache National Forest,39.998,-112.379,,14.0,2003.0,2.67,4.28,16.4,1.11,455.0,2050.0,0.081,6200.0,,(DC.) Leuckert & Poelt,Rock brooch,sensitive,rhimel,Rhizoplaca melanophthalma
Alectoria sarmentosa,alesar,2197166,Gifford Pinchot National Forest,46.7,-121.78,,6.0,1999.0,0.528,0.982,159.06,0.318,318.07,1070.0,0.043,4800.0,-0.585,(Ach.) Ach.,Goat's beard lichen,sensitive,alesar,Alectoria sarmentosa
Bryoria fremontii,bryfre,1046184,Fremont-Winema National Forests,42.98,-121.55,,6.0,1998.0,1.18,2.54,47.84,1.3,867.5,3093.0,0.065,4600.0,,(Tuck.) Brodo & D. Hawksw.,Horsehair lichen,sensitive,bryfre,Bryoria fremontii
Alectoria sarmentosa,alesar,1134160,Mt. Hood National Forest,45.15,-121.91,Roaring River Wilderness,6.0,1995.0,0.5,1.6,243.7,0.5,272.0,1471.0,0.062,4400.0,-0.268,(Ach.) Ach.,Goat's beard lichen,sensitive,alesar,Alectoria sarmentosa
Letharia vulpina,letvul,1078176,Deschutes National Forest,43.77,-121.67,,6.0,2005.0,,,,,,,0.125,4600.0,-0.16,(L.) Hue,Wolf lichen,tolerant,,Letharia vulpina
,claran,CHUG22A,Chugach N.F.,60.828,-147.851,,10.0,1993.0,1.85,2.48,27.86,,331.57,547.29,0.02,91.0,,(L.) Nyl.,Reindeer lichen,sensitive,,
Hypogymnia enteromorpha,hypent,KLGO_STD,Klondike Goldrush National Historic Park,59.436,-135.322,,10.0,2009.0,0.884,5.303,198.49,0.771,1336.8,2828.7,0.11,,,(Ach.) Nyl.,Tube lichen,intermediate,hypent,Hypogymnia enteromorpha
Platismatia glauca,plagla,Kelsey1,Seattle,47.606,-122.164,,6.0,2000.0,2.08,16.82,112.06,,901.84,3367.2,,60.0,0.939,(L.) Culb. & C. Culb.,Rag lichen,most tolerant,,Platismatia glauca
Platismatia glauca,plagla,1058112,Umpqua National Forest,43.29,-122.76,,6.0,1999.0,0.78,10.72,682.88,0.288,772.12,1679.12,0.05,2600.0,-0.52,(L.) Culb. & C. Culb.,Rag lichen,most tolerant,,Platismatia glauca
Alectoria sarmentosa,alesar,MTHW24,Mt. Hood National Forest,45.382,-121.836,Mount Hood Wilderness,6.0,1993.0,4.9,1.3,64.0,,0.0,0.0,,2360.0,,(Ach.) Ach.,Goat's beard lichen,sensitive,alesar,Alectoria sarmentosa
Lobaria oregana,lobore,1170160,Gifford Pinchot National Forest,46.04,-121.9,,6.0,1996.0,0.6,8.02,210.6,1.82,3556.0,7680.0,0.09,2600.0,-0.184,(Tuck.) Muell. Arg.,Lungwort,most sensitive,lobore,Lobaria oregana
Platismatia glauca,plagla,HR43,Anchorage,61.172,-149.932,,10.0,2009.0,,,,0.714,,,0.124,,0.571,(L.) Culb. & C. Culb.,Rag lichen,most tolerant,,Platismatia glauca
,xanpol,SpringM10,Humboldt-Toiyabe National Forest,36.372,-115.683,,14.0,2000.0,4.6,6.2,44.0,,1910.0,8300.0,0.14,2256.0,,(Hoffm.) Rieber,Pincushion orange,most tolerant,xanpol,Xanthoria polycarpa
Bryoria fremontii,bryfre,1148420,Wallowa-Whitman National Forest,45.36,-117.37,Eagle Cap Wilderness,6.0,2001.0,2.532,1.702,279.91,0.65,1539.7,4103.7,0.063,6800.0,0.096,(Tuck.) Brodo & D. Hawksw.,Horsehair lichen,sensitive,bryfre,Bryoria fremontii
,blank,,,,,,6.0,1994.0,0.3,0.5,0.1,0.0,1.0,14.0,-0.001,,,,,,,
,tobacco1011,,,,,,6.0,2009.0,,,,,,,0.584,,,,,,,
,flacap,Monong096A,Monongahela National Forest,39.004,-79.331,Dolly Sods Wilderness,89.0,1987.0,3.429,8.087,249.7,,1626.0,4073.0,0.17,3883.0,,(L.) Hale,Yellow shield,,flacap,Flavoparmelia caperata
,orchard3.66,,,,,,6.0,2004.0,,,,,,,0.315,,,,,,,
Platismatia glauca,plagla,1076152,Willamette National Forest,43.73,-122.08,Waldo Lake Wilderness,6.0,2004.0,1.628,2.183,473.5,0.368,432.19,1098.6,0.031,5700.0,-0.811,(L.) Culb. & C. Culb.,Rag lichen,most tolerant,,Platismatia glauca
,xancum,Pitts2,Wallowa-Whitman National Forest,45.628,-116.503,Hells Canyon Wilderness,6.0,2012.0,8.47,40.96,473.93,0.957,1251.8,2931.9,0.04,2344.0,,(Gyelnik) Hale,Questionable rockfrog,sensitive,xancum,Xanthoparmelia cumberlandia
Sphaerophorus globosus,sphglo,1228056-N,Olympic National Forest,47.479,-123.756,Colonel Bob Wilderness,6.0,2007.0,,,,0.44,,,0.03,,-0.844,(Hudson) Vainio,Coral lichen,intermediate,sphglo,Sphaerophorus globosus
Letharia vulpina,letvul,1068200,Deschutes National Forest,43.52,-121.27,,6.0,1996.0,0.8,1.5,61.14,0.8,954.0,2507.0,0.056,5000.0,-1.183,(L.) Hue,Wolf lichen,tolerant,,Letharia vulpina
Hypogymnia inactiva,hypina,CRG72B,Columbia River Gorge National Scenic Area,45.742,-121.899,,6.0,1998.0,1.92,5.46,197.5,1.01,925.5,2931.0,0.125,2050.0,0.047,(Krog) Ohlsson,Tube lichen,tolerant,hypina,Hypogymnia inactiva
Alectoria sarmentosa,alesar,CHUG07,Chugach N.F.,60.502,-147.647,,10.0,1993.0,0.42,1.3,23.23,,594.73,1553.0,0.04,15.0,,(Ach.) Ach.,Goat's beard lichen,sensitive,alesar,Alectoria sarmentosa
Letharia vulpina,letvul,1082208,Deschutes National Forest,43.86,-121.12,,6.0,2004.0,0.775,1.813,50.382,0.836,877.16,2521.1,0.055,4600.0,1.352,(L.) Hue,Wolf lichen,tolerant,,Letharia vulpina
,apple1515,,,,,,6.0,2006.0,0.28,1.032,218.2,2.288,387.68,1762.7,0.173,,,,,,,
Sphaerophorus globosus,sphglo,1174136,Gifford Pinchot National Forest,46.14,-122.32,,6.0,1996.0,,,,0.35,,,,2100.0,-0.53,(Hudson) Vainio,Coral lichen,intermediate,sphglo,Sphaerophorus globosus
Platismatia glauca,plagla,ARM162,Columbia River Gorge National Scenic Area,45.682,-121.843,,6.0,1994.0,4,18.2,48.3,0.55,1077.0,2933.0,0.076,360.0,0.666,(L.) Culb. & C. Culb.,Rag lichen,most tolerant,,Platismatia glauca
,parcap,PineyRidgeA,George Washington and Jefferson National Forest,37.581,-79.454,James River Face Wilderness,89.0,1987.0,,,,,,,0.32,1808.0,,,,,parcap,Parmelia caperata
,tobacco1009,,,,,,6.0,2006.0,,,,,,,0.612,,,,,,,
,evepru,Expo,Medford,42.391,-122.918,,6.0,2000.0,1.24,9.86,388.18,1.12,1025.28,3494.2,0.101,1140.0,1.138,(L.) Ach.,Antler lichen,most tolerant,evepru,Evernia prunastri
,orchard0.184,,,,,,6.0,1999.0,,,,,,,0.186,,,,,,,
Letharia vulpina,letvul,1030244,Fremont-Winema National Forests,42.57,-120.56,,6.0,2003.0,0.983,2.335,49.429,1.24,577.51,2047.2,0.07,6300.0,,(L.) Hue,Wolf lichen,tolerant,,Letharia vulpina
Hypogymnia imshaugii,hypims,1108172,Deschutes National Forest,44.51,-121.72,,6.0,2004.0,1.366,3.319,321.53,1.07,1226.4,2320.1,0.042,3300.0,0.058,Krog,Tube lichen,tolerant,hypims,Hypogymnia imshaugii
Hypogymnia enteromorpha,hypent,TNF237,Tongass N.F.,56.814,-132.989,,10.0,1990.0,0.4,144.32,399.0,,616.0,2443.0,0.059,15.0,,(Ach.) Nyl.,Tube lichen,intermediate,hypent,Hypogymnia enteromorpha
,rice1.09,,,,,,6.0,2004.0,,,,,,,0.111,,,,,,,
,xancum,1078192,Deschutes National Forest,43.77,-121.39,,6.0,1994.0,3.2,7.0,62.1,1.3,1156.0,1930.0,0.096,4400.0,-0.009,(Gyelnik) Hale,Questionable rockfrog,sensitive,xancum,Xanthoparmelia cumberlandia
Letharia vulpina,letvul,1030180,Fremont-Winema National Forests,42.59,-121.63,,6.0,2000.0,0.912,2.06,25.686,0.703,882.03,2437.6,0.076,4600.0,-0.047,(L.) Hue,Wolf lichen,tolerant,,Letharia vulpina
Alectoria sarmentosa,alesar,TNF497,Tongass N.F.,56.106,-132.281,South Etolin Wilderness,10.0,2004.0,,,,0.251,,,,,-0.835,(Ach.) Ach.,Goat's beard lichen,sensitive,alesar,Alectoria sarmentosa
,claran,TNF069A,Tongass N.F.,59.485,-139.134,,10.0,1990.0,0.1,0.88,47.0,,286.0,985.0,0.022,23.0,-0.706,(L.) Nyl.,Reindeer lichen,sensitive,,
Platismatia glauca,plagla,1076120,Umpqua National Forest,43.73,-122.62,,6.0,2010.0,1.302,1.733,145.57,0.543,916.83,1925.4,0.067,2600.0,-0.215,(L.) Culb. & C. Culb.,Rag lichen,most tolerant,,Platismatia glauca
Hypogymnia inactiva,hypina,Pack234,Pack Experimental Forest,46.798,-122.298,,6.0,1999.0,1.188,4.257,105.79,0.882,1148.8,3653.1,0.125,1190.0,,(Krog) Ohlsson,Tube lichen,tolerant,hypina,Hypogymnia inactiva
,parsul,IsabellaC,Superior National Forest,47.811,-91.318,Boundary Waters Canoe Area Wilderness,89.0,1997.0,0.9,5.0,321.4,,1488.0,3501.0,0.107,1580.0,,Taylor,Shield lichen,most tolerant,,
Letharia vulpina,letvul,1050156,Fremont-Winema National Forests,43.09,-122.02,,6.0,2009.0,0.344,1.327,146.12,0.8,342.55,1737.2,0.051,5500.0,-0.536,(L.) Hue,Wolf lichen,tolerant,,Letharia vulpina
,orchard1026,,,,,,6.0,2008.0,,,,2.04,,,0.142,,,,,,,
Hypogymnia inactiva,hypina,1118156,Willamette National Forest,44.76,-121.99,,6.0,1997.0,0.52,25.44,764.0,0.38,1064.0,2240.0,0.046,3000.0,-0.106,(Krog) Ohlsson,Tube lichen,tolerant,hypina,Hypogymnia inactiva
shrubby Usnea,usnea,1082052,Siuslaw National Forest,43.88,-123.78,,6.0,1997.0,0.58,1.52,27.84,0.437,496.9,1758.0,0.041,1200.0,-0.249,,Beard lichen,,,shrubby Usnea
,flacap,Monong102A,Monongahela National Forest,38.994,-79.334,Dolly Sods Wilderness,89.0,1987.0,3.919,8.689,106.8,,770.9,2564.0,0.17,4003.0,,(L.) Hale,Yellow shield,,flacap,Flavoparmelia caperata
,letcol,1022196,Willamette National Forest,42.39,-121.36,,6.0,2010.0,3.406,2.604,45.254,1.38,941.08,3267.2,0.095,5400.0,-2.108,(Nutt.) J.W. Thomson,Wolf lichen,intermediate,letcol,Letharia columbiana
Platismatia glauca,plagla,1234180-N,Mt Baker-Snoqualmie National Forest,47.616,-121.507,Alpine Lakes Wilderness,6.0,2012.0,0.57,2.3,141.08,0.498,841.52,2127.6,0.041,302.0,-0.558,(L.) Culb. & C. Culb.,Rag lichen,most tolerant,,Platismatia glauca
Platismatia glauca,plagla,Hyslp514,Albany,44.652,-123.222,,6.0,2000.0,2.19,4.698,89.616,0.759,984.91,3027.6,0.081,440.0,,(L.) Culb. & C. Culb.,Rag lichen,most tolerant,,Platismatia glauca
Hypogymnia imshaugii,hypims,1044124,Umpqua National Forest,42.94,-122.56,Rogue-Umpqua Divide Wilderness,6.0,2010.0,0.758,2.092,80.868,0.759,837.55,2624.1,0.061,5400.0,-1.002,Krog,Tube lichen,tolerant,hypims,Hypogymnia imshaugii
Platismatia glauca,plagla,1138164,Mt. Hood National Forest,45.25,-121.84,,6.0,1996.0,1.24,2.52,393.8,0.42,560.0,1654.0,0.051,4700.0,0.185,(L.) Culb. & C. Culb.,Rag lichen,most tolerant,,Platismatia glauca
Hypogymnia inactiva,hypina,1106068A,Siuslaw National Forest,44.46,-123.51,,6.0,2004.0,0.818,4.014,39.965,0.828,961.63,3414.7,0.058,1900.0,-0.106,(Krog) Ohlsson,Tube lichen,tolerant,hypina,Hypogymnia inactiva
Platismatia glauca,plagla,MR2,Mount Rainier National Park,46.739,-121.816,Mount Rainier Wilderness,6.0,2006.0,,,,0.535,,,0.11,2600.0,-0.73,(L.) Culb. & C. Culb.,Rag lichen,most tolerant,,Platismatia glauca
Alectoria sarmentosa,alesar,CHUG09,Chugach N.F.,60.453,-145.208,,10.0,1993.0,0.67,1.47,93.61,,198.12,898.34,0.01,27.0,,(Ach.) Ach.,Goat's beard lichen,sensitive,alesar,Alectoria sarmentosa
,xanthoparmelia,ARM153,Columbia River Gorge National Scenic Area,45.593,-122.137,,6.0,2004.0,19.77,184.93,159.63,1.47,1329.9,3004.0,0.115,120.0,0.871,(Vainio)Hale,,,,
Platismatia glauca,plagla,1140148,Mt. Hood National Forest,45.3,-122.12,,6.0,2005.0,0.986,8.147,186.06,0.831,580.4,2624.4,0.151,2500.0,-0.23,(L.) Culb. & C. Culb.,Rag lichen,most tolerant,,Platismatia glauca
Bryoria fremontii,bryfre,1036204,Fremont-Winema National Forests,42.73,-121.22,,6.0,1999.0,6.286,2.045,61.58,1.07,1035.4,3225.6,0.071,5100.0,-0.506,(Tuck.) Brodo & D. Hawksw.,Horsehair lichen,sensitive,bryfre,Bryoria fremontii
,xancol,SelBit25,Clearwater National Forest,46.443,-114.723,,14.0,1994.0,6.95,9.31,187.0,,,5010.0,0.064,7400.0,,(Gyelnik) Hale,Questionable rockfrog,,,
,bryoria,1144412,Wallowa-Whitman National Forest,45.27,-117.52,Eagle Cap Wilderness,6.0,1999.0,0.74,5.12,37.14,1.28,833.64,3071.0,0.088,5600.0,-0.265,Brodo & D. Hawksw.,Horsehair lichen,,,
Letharia vulpina,letvul,1034200,Fremont-Winema National Forests,42.68,-121.29,,6.0,2010.0,0.504,1.135,85.587,0.777,488.25,2025.3,0.072,5000.0,-0.483,(L.) Hue,Wolf lichen,tolerant,,Letharia vulpina
Alectoria sarmentosa,alesar,1072124,Umpqua National Forest,43.63,-122.55,,6.0,1999.0,0.3,2.3,163.0,0.261,352.02,1437.5,0.036,4500.0,-0.482,(Ach.) Ach.,Goat's beard lichen,sensitive,alesar,Alectoria sarmentosa
,claran,CHUG10,Chugach N.F.,60.517,-145.383,,10.0,1993.0,0.57,2.36,43.34,,560.56,889.91,0.03,,,(L.) Nyl.,Reindeer lichen,sensitive,,
,flacap,FridleyGap37,George Washington and Jefferson National Forest,38.496,-78.696,,89.0,1995.0,,,,1.2,,,0.15,2193.0,,(L.) Hale,Yellow shield,,flacap,Flavoparmelia caperata
,blank,,,,,,6.0,1996.0,0.3,0.52,0.24,,0.7,14.14,,,,,,,,
Platismatia glauca,plagla,1138152,Mt. Hood National Forest,45.25,-122.05,Salmon-Huckleberry Wilderness,6.0,2011.0,0.43,2.62,60.07,0.536,607.9,1588.8,0.045,3400.0,0.028,(L.) Culb. & C. Culb.,Rag lichen,most tolerant,,Platismatia glauca
,xancum,Kirk0,Wallowa-Whitman National Forest,45.569,-116.498,,6.0,2010.0,,,,,,,,1210.0,2.819,(Gyelnik) Hale,Questionable rockfrog,sensitive,xancum,Xanthoparmelia cumberlandia
,flacap,Skidmore70,George Washington and Jefferson National Forest,38.55,-79.151,,89.0,1995.0,,,,1.4,,,0.14,2535.0,,(L.) Hale,Yellow shield,,flacap,Flavoparmelia caperata
Platismatia glauca,plagla,CRG515,Columbia River Gorge National Scenic Area,45.615,-121.995,,6.0,2003.0,1.894,6.4,36.188,1.47,1008.1,3160.0,0.16,294.0,0.247,(L.) Culb. & C. Culb.,Rag lichen,most tolerant,,Platismatia glauca
Alectoria sarmentosa,alesar,1126160,Mt. Hood National Forest,44.96,-121.92,,6.0,2005.0,0.28,2.16,321.44,0.494,340.94,1678.4,0.065,3600.0,-0.239,(Ach.) Ach.,Goat's beard lichen,sensitive,alesar,Alectoria sarmentosa
Alectoria sarmentosa,alesar,1076140,Willamette National Forest,43.73,-122.28,,6.0,1995.0,0.3,4.7,106.6,0.45,298.0,1422.0,0.04,3500.0,-0.616,(Ach.) Ach.,Goat's beard lichen,sensitive,alesar,Alectoria sarmentosa
,bryoria,1026228,Fremont-Winema National Forests,42.48,-120.83,Gearhart Mountain Wilderness,6.0,2003.0,1.161,2.263,183.97,1.17,1440.4,3664.4,0.07,7200.0,-0.115,Brodo & D. Hawksw.,Horsehair lichen,,,
,letcol,1056160,Fremont-Winema National Forests,43.23,-121.95,Mount Thielsen Wilderness,6.0,2000.0,1.943,1.001,408.15,0.431,572.25,1935.5,0.048,6300.0,-0.476,(Nutt.) J.W. Thomson,Wolf lichen,intermediate,letcol,Letharia columbiana
,flacap,FridleyGap44,George Washington and Jefferson National Forest,38.487,-78.702,,89.0,1995.0,,,,1.6,,,0.15,2213.0,,(L.) Hale,Yellow shield,,flacap,Flavoparmelia caperata
,orchard1023,,,,,,10.0,2004.0,,,,,,,0.326,,,,,,,
Platismatia glauca,plagla,Menageri,Willamette National Forest,44.403,-122.344,Menagerie Wilderness,6.0,2011.0,0.79,2.27,347.22,0.482,887.07,2018.9,0.045,1792.0,-0.249,(L.) Culb. & C. Culb.,Rag lichen,most tolerant,,Platismatia glauca
,apple 1515,,,,,,6.0,2011.0,,,,2.21,,,,,,,,,,
Alectoria sarmentosa,alesar,1124148,Mt. Hood National Forest,44.91,-122.13,,6.0,1995.0,0.4,1.2,149.1,0.29,365.0,1438.0,0.035,3600.0,-0.144,(Ach.) Ach.,Goat's beard lichen,sensitive,alesar,Alectoria sarmentosa
Bryoria fremontii,bryfre,1014228,Fremont-Winema National Forests,42.18,-120.84,,6.0,2003.0,1.392,3.193,21.641,1.83,688.21,2490.5,0.1,5600.0,,(Tuck.) Brodo & D. Hawksw.,Horsehair lichen,sensitive,bryfre,Bryoria fremontii
,evepru,ARM157,Columbia River Gorge National Scenic Area,45.554,-122.19,,6.0,2004.0,1.725,5.181,25.807,1.4,665.56,2498.7,0.119,50.0,0.933,(L.) Ach.,Antler lichen,most tolerant,evepru,Evernia prunastri
Bryoria fremontii,bryfre,1076148,Willamette National Forest,43.73,-122.14,,6.0,1997.0,0.3,10.48,593.4,0.428,1206.0,2787.0,0.036,5400.0,-0.468,(Tuck.) Brodo & D. Hawksw.,Horsehair lichen,sensitive,bryfre,Bryoria fremontii
Alectoria sarmentosa,alesar,1066144,Willamette National Forest,43.48,-122.21,,6.0,1995.0,0.6,3.4,101.0,0.37,759.0,2118.0,0.033,4000.0,-0.225,(Ach.) Ach.,Goat's beard lichen,sensitive,alesar,Alectoria sarmentosa
Platismatia glauca,plagla,BRun203,Mt. Hood National Forest,45.484,-122.154,,6.0,1999.0,1.14,4.58,45.5,0.555,889.38,2598.2,0.048,1800.0,,(L.) Culb. & C. Culb.,Rag lichen,most tolerant,,Platismatia glauca
Letharia vulpina,letvul,1036188,Fremont-Winema National Forests,42.74,-121.49,,6.0,2009.0,0.36,1.471,71.66,0.864,483.81,2386.2,0.043,4600.0,-0.589,(L.) Hue,Wolf lichen,tolerant,,Letharia vulpina
Platismatia glauca,plagla,1104152,Willamette National Forest,44.42,-122.06,,6.0,2005.0,0.724,1.677,325.15,0.299,557.62,1785.6,0.035,4700.0,-0.206,(L.) Culb. & C. Culb.,Rag lichen,most tolerant,,Platismatia glauca
Alectoria sarmentosa,alesar,1092148,Willamette National Forest,44.12,-122.14,,6.0,2004.0,0.363,1.114,190.58,0.445,338.09,1656.8,0.035,4600.0,-0.32,(Ach.) Ach.,Goat's beard lichen,sensitive,alesar,Alectoria sarmentosa
Bryoria fremontii,bryfre,1026148,Fremont-Winema National Forests,42.5,-122.16,,6.0,2000.0,3.454,1.956,135.86,0.689,1486.3,3582.2,0.064,6000.0,-0.431,(Tuck.) Brodo & D. Hawksw.,Horsehair lichen,sensitive,bryfre,Bryoria fremontii
Lobaria oregana,lobore,1170160,Gifford Pinchot National Forest,46.04,-121.9,,6.0,1996.0,0.52,7.88,204.2,,3497.0,7588.0,,2600.0,-0.184,(Tuck.) Muell. Arg.,Lungwort,most sensitive,lobore,Lobaria oregana
Letharia vulpina,letvul,1038184,Fremont-Winema National Forests,42.79,-121.55,,6.0,2010.0,,,,0.878,,,,5100.0,-0.476,(L.) Hue,Wolf lichen,tolerant,,Letharia vulpina
,usnlap,56_BLDRLOW_2011,,42.845,-109.656,,14.0,2011.0,,,,1.42,,,0.106,7374.0,,Vainio,Beard lichen,,usnlap,Usnea lapponica
,evepru,ARM166,Columbia River Gorge National Scenic Area,45.577,-121.21,,6.0,1998.0,1.2,12.22,63.62,,1087.0,3153.0,0.106,850.0,,(L.) Ach.,Antler lichen,most tolerant,evepru,Evernia prunastri
Alectoria sarmentosa,alesar,1068140,Willamette National Forest,43.53,-122.28,,6.0,1995.0,0.4,7.9,19.3,0.62,440.0,1725.0,0.058,4100.0,-0.416,(Ach.) Ach.,Goat's beard lichen,sensitive,alesar,Alectoria sarmentosa
Bryoria fremontii,bryfre,1034152,Fremont-Winema National Forests,42.69,-122.09,,6.0,2000.0,3.035,1.654,184.18,0.777,1792.8,4136.2,0.068,4800.0,-0.468,(Tuck.) Brodo & D. Hawksw.,Horsehair lichen,sensitive,bryfre,Bryoria fremontii
Hypogymnia inactiva,hypina,C2CKeelMC,BLM Public Domain Land,44.519,-122.629,,6.0,2008.0,1.406,3.373,369.52,0.773,1142.8,3067.7,0.059,1601.0,,(Krog) Ohlsson,Tube lichen,tolerant,hypina,Hypogymnia inactiva
Alectoria sarmentosa,alesar,1062144,Umpqua National Forest,43.38,-122.22,,6.0,1999.0,0.28,3.12,422.82,0.309,435.7,1570.08,,5500.0,-0.435,(Ach.) Ach.,Goat's beard lichen,sensitive,alesar,Alectoria sarmentosa
,citrus1572,,,,,,6.0,1997.0,1.24,17.62,22.3,,1337.0,18140.0,,,,,,,,
,hypphy,HRF45,Knik,61.4,-149.879,,10.0,2009.0,,,,0.627,,,0.047,,-0.082,(L.) Nyl.,Tube lichen,most tolerant,,
Alectoria sarmentosa,alesar,1144168,Mt. Hood National Forest,45.4,-121.77,Mount Hood Wilderness,6.0,1994.0,,,,,,,0.04,4400.0,-0.358,(Ach.) Ach.,Goat's beard lichen,sensitive,alesar,Alectoria sarmentosa
Sphaerophorus globosus,sphglo,TNF511,Tongass N.F.,58.079,-134.63,,10.0,2005.0,3.013,52.017,93.005,0.695,655.46,2040.7,0.311,274.0,-0.978,(Hudson) Vainio,Coral lichen,intermediate,sphglo,Sphaerophorus globosus
Platismatia glauca,plagla,CH1OldB,BLM Public Domain Land,44.142,-122.913,,6.0,1994.0,2.3,6.7,80.4,0.71,1120.0,3000.0,0.11,1180.0,0.174,(L.) Culb. & C. Culb.,Rag lichen,most tolerant,,Platismatia glauca
,rlv,,,,,,6.0,2008.0,0.54,4.92,51.732,,2279.3,10603.0,,,,,,,,
,xancum,Kirk2,Wallowa-Whitman National Forest,45.55,-116.484,,6.0,2000.0,3.26,8.28,65.46,1.38,1447.6,3136.2,0.1,2068.0,2.533,(Gyelnik) Hale,Questionable rockfrog,sensitive,xancum,Xanthoparmelia cumberlandia
Alectoria sarmentosa,alesar,1162156,Gifford Pinchot National Forest,45.84,-121.97,,6.0,2005.0,0.334,2.11,329.87,0.565,896.16,2798.3,0.072,1800.0,-0.301,(Ach.) Ach.,Goat's beard lichen,sensitive,alesar,Alectoria sarmentosa
Alectoria sarmentosa,alesar,TNF119,Tongass N.F.,55.867,-132.953,,10.0,1991.0,0.2,0.86,98.29,0.23,164.18,1018.67,0.03,274.0,-0.94,(Ach.) Ach.,Goat's beard lichen,sensitive,alesar,Alectoria sarmentosa
Alectoria sarmentosa,alesar,1172164,Gifford Pinchot National Forest,46.09,-121.82,,6.0,2005.0,0.313,2.687,71.814,0.378,396.63,1678.6,0.109,3300.0,-0.535,(Ach.) Ach.,Goat's beard lichen,sensitive,alesar,Alectoria sarmentosa
